Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
15013;46721;Baladna Trading and Investment W.L.L.;46722;Baladna Q.P.S.C;Материнская компания;Доли капитала;51.0;;;;"Baladna Trading and Investment W.L.L is a subsidiary of Baladna Q.P.S.C. 
The project is a joint venture between the Algerian Government and Baladna Q.P.S.C. valued at 3.5 billion USD"
15014;46721;Baladna Trading and Investment W.L.L.;4690;Government (Algeria);Материнская компания;Доли капитала;49.0;;;;"The government of Algeria owns 49% of the shares and 51% of the shares are owned by Baladna.
The project is a joint venture between the Algerian Government and Baladna Q.P.S.C. valued at 3.5 billion USD."
15015;45912;Atakaleres Elektrik Üretim A.S.;46769;Ataseven Group;Материнская компания;;;;;;"Ataseven  Group  has  established  a  Project  Company  under  the  name  of  Atakaleres  Electricity  Generation  Inc.  for  the  
development  of  Atakale  RES  Project.  Atakaleres,  the  owner  of  the  Project,  aims  to  provide  funding  for  this  Project  from  T.  
Garanti  Bank  A.ÿ.  (“Garanti”)  and  for  this  purpose,  Golder  Associates  Türkiye  Ltd.  ÿti.  (“Golder”)  has  been  assigned  to  prepare  the  SEP  of  the  Project"
15016;38605;Lake Turkana Wind Power Ltd;45284; Anergi Turkana Investments Limited;Материнская компания;Доли капитала;12.5;;;;
15017;38605;Lake Turkana Wind Power Ltd;45287;Sandpiper Ltd;Материнская компания;Доли капитала;;;;;
15018;38605;Lake Turkana Wind Power Ltd;46175;KP&P Africa B.V;Материнская компания;Доли капитала;;;;;
15022;46774;Sinocalan Solar Power Corp, (SSPC);45266;AC Energy Corporation (ACEN);Материнская компания;Доли капитала;100.0;;;;"Ayala-led ACEN Corporation has executed a share purchase agreement with Sungrow Power Renewables Corp. and Havilah AAA Holdings Corp., a company behind a 60-megawatt-peak (MWp) solar plant in Pangasinan. 

According to ACEN’s Philippine Stock Exchange (PSE), the agreement involves the sale and purchase of Sungrow and Havilah’s shares and/or subscription rights in Sinocalan Solar Power Corp, (SSPC) to ACEN. 

Once the acquisition is completed, ACEN will fully own SSPC, which will add 60 MW of renewable energy capacity to its portfolio. "
15023;46775;Restorasi Ekosistem Riau;41805;Asia Pacific Resources International Holdings Ltd (APRIL);Материнская компания;;;;;;"As the project sponsor, ecosystem restoration concession licence-holder and land manager, APRIL provides financial commitment, leadership, operational resources and technical expertise.

"
15024;46291;EnerVest Co. Ltd.;46776;InfraVest Group;Материнская компания;Доли капитала;;;;;EnerVest Co. Ltd. is a subsidiary of German-based InfraVest Group, aiming to accelerate renwable energy related project in Taiwan. The Group remains the majority shareholder, owning largest portfolio of renewable assets in Taiwan.
15025;46777;Luwei Wind Power Co., Ltd. (Luwei);46778;Wpd AG (Wpd);Материнская компания;Доли капитала;;;;;
15026;46777;Luwei Wind Power Co., Ltd. (Luwei);46776;InfraVest Group;Материнская компания;Доли капитала;;;;;
15027;46779;Tan Chau Energy Joint Stock Company;45757;Gunkul Engineering Public Company Limited (GUNKUL);Материнская компания;;;;;;
15028;46780;Marubeni & IEP;3132;Marubeni Co.;Материнская компания;;;;;;
15029;46780;Marubeni & IEP;46781;ALCAAL ANGOLA - Investimentos e Participações Lda (IEP);Материнская компания;;;;;;IEP is an agricultural company engaged in large-scale mechanized farming of cereals such as maize, soybeans, beans, wheat, and rice across approximately 30,000 hectares in three provinces of Angola. It also operates the Textang textile plant in Angola, for which Marubeni has carried out engineering, procurement, and construction work.
15030;44018;Unknown (Camille Bloch in Georgia);44017;Chocolats Camille Bloch SA;Материнская компания;;;;;;
15031;36546;SoSuMar;41839;African Development Bank (AfDB);Третичный инвестор/заимодатель;Привлечение заемного капитала;;42700000.0;US Dollar ($);;"The Malian Government has received a loan from the African Development Fund in the amount of UA 28,978,400 (approximately US$42,700,000) to finance a portion of the
US$259,000,000 cost of the Agricultural Sector of the Markala Sugar Project (“MSP” or the “Project”).
"
15032;36546;SoSuMar;41508;International Finance Corporation (IFC);Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;
15033;36546;SoSuMar;46386;Unknown(Financial banks);Третичный инвестор/заимодатель;;;;;;
15036;39775;Granex-Cherkassy LLC;46786;Granhold LLC;Материнская компания;;63.28;;;;
15037;46787;Kamuthi Solar Power Limited (KSPL);35256;Adani Power Private Ltd;Материнская компания;Доли капитала;100.0;;;;
15038;46543;Cennergi Lephalale Solar;44575;Standard bank ;Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;The funding for the Lephalale Solar Project is structured with 75% of the project cost covered by debt financing from Standard Bank and Nedbank
15039;46543;Cennergi Lephalale Solar;42311;Nedbank Limited;Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;
15040;46543;Cennergi Lephalale Solar;45855;Exxaro Resources;Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;The  remaining 25% is funded by Exxaro Resources.
15041;46543;Cennergi Lephalale Solar;46040;Cennergi (Pty) Ltd;Материнская компания;Доли капитала;100.0;;;;
15042;46800;Coara Solar Sdn Bhd;46219;ib vogt GmbH;Материнская компания;;;;;;The investor is not necessarily own shares, however they co-developed the 116 MWp Coara Marang Solar Project In Malaysia with Coara Solar Sdn Bhd who is a Malaysian Investor.
15043;46220;Permian Malaysia Sdn. Bhd;46804;Permian Global;Материнская компания;Доли капитала;100.0;;;;
15044;46783;LLC «GADZ-AGRO»;46784;GNG RETAIL LIMITED;Материнская компания;Доли капитала;50.0;;;;
15045;46783;LLC «GADZ-AGRO»;46803;Gadz Petro Ivanovych;Материнская компания;Доли капитала;50.0;;;;
15046;46579;UiTM Energy & Facilities Sdn Bhd (UEFSB);46808;UiTM Holdings Sdn Bhd;Материнская компания;Доли капитала;;;;;
15047;46808;UiTM Holdings Sdn Bhd;46809;Universiti Teknologi MARA (UiTM);Материнская компания;Доли капитала;100.0;;;;UiTM Holdings Sdn Bhd is a wholly owned investment holding company of Universiti Teknologi MARA (UiTM).
15048;46809;Universiti Teknologi MARA (UiTM);46810;Government of Malaysia;Материнская компания;Доли капитала;100.0;;;;The Ministry of Higher Education of Malaysia owns Universiti Teknologi MARA (UiTM). 
15051;34874;SC Padova Agricultura SRL;46818;Vectr Farm Braila SRL;Материнская компания;;;;;;
15053;46818;Vectr Farm Braila SRL;46819;African Industries Group;Материнская компания;;;;;;
15054;46821;PT Pagatan Usaha Makmur;46824;Hutan Kencana Group;Материнская компания;;;;;;
15055;46489;Tenaga Nasional Bhd (TNB);46810;Government of Malaysia;Материнская компания;Доли капитала;;;;;
15056;46825;TNB Sepang Solar (TSS);46489;Tenaga Nasional Bhd (TNB);Материнская компания;Доли капитала;100.0;;;;
15057;46805;"LLC ""UKRPOLFRUIT""";46784;GNG RETAIL LIMITED;Материнская компания;Доли капитала;50.0;;;;
15058;46805;"LLC ""UKRPOLFRUIT""";46803;Gadz Petro Ivanovych;Материнская компания;Доли капитала;25.0;;;;
15059;46805;"LLC ""UKRPOLFRUIT""";46806;Taras Volodymyrovych Melnyk;Материнская компания;Доли капитала;15.0;;;;
15060;46805;"LLC ""UKRPOLFRUIT""";46807;Oleh Ivanovych Hrytsak;Материнская компания;Доли капитала;10.0;;;;
15061;40583;Bio-lan LLC;5023;Volynzernoproduct LLC;Материнская компания;;100.0;;;;
15062;46607;Hindustan Zinc Limited (HZL);41889;Vedanta Limited;Материнская компания;Доли капитала;;;;;
15063;46831;REGREEN EUN I RESTAURAÇÃO LTDA;46832;ReGreen Participações SA;Материнская компания;;;;;;
15064;46838;Trungnam Solar Power;45770;Trung Nam Construction Investment Joint Stock Company (Trungnam Group);Материнская компания;Доли капитала;51.0;;;;The Trungnam Group, a HCMC, Vietnam based group with interests in real estate, infrastructure and energy has sold a 49 percent stake in a central Vietnam solar power plant to an electricity equipment manufacturer. The sale value has not been disclosed. The stake has been bought by A Chau Industrial Technology, a manufacturer of electrical equipment that has been showing increasing interest in solar power development in recent years. It now operates five solar power plants nationwide.
15065;46822;PT Nusantara Raya Solusi;46839;Yayasan Hamparan Eco Semesta;Материнская компания;;;;;;The parent company of PT Nusantara Raya Solusi. Unfortunately their company website doesn't work (hesfoundation.org).
15066;46822;PT Nusantara Raya Solusi;46840;PT Hamparan Eco Semesta;Материнская компания;;;;;;The holding company of PT Nusantara Raya Solusi and Yayasan Hamparan Eco Semesta
15067;45771;Trungnam Wind Power;45770;Trung Nam Construction Investment Joint Stock Company (Trungnam Group);Материнская компания;Доли капитала;;;;;
15068;46848;Trung Nam Thuan Nam Solar Power;45770;Trung Nam Construction Investment Joint Stock Company (Trungnam Group);Материнская компания;Доли капитала;100.0;;;;
15069;45980;Korda Enerji Uretim Pazarlama Ithalat ve Ihracat AS;46849;Akfen Renewable Energy Group (Akfen);Материнская компания;Доли капитала;;;;;
15070;45980;Korda Enerji Uretim Pazarlama Ithalat ve Ihracat AS;4778;EBRD (European Bank of Reconstruction and Development);Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;The European Bank for Reconstruction and Development (the “EBRD”), Türkiye Garanti Bankası A.Ş. (“Garanti”), Türkiye İş Bankası A.Ş. (“İş Bank”), Türkiye Vakıflar Bankası T.A.O (“Vakıfbank”) and Yapıve Kredi Bankası A.Ş. (“YKB”) (together as the “Lenders”) intend to provide financing to Akfen Renewable Energy (“Akfen” or the “Investor”) for the development of a variety of renewable energy projects, including the Denizli Project.
15071;46849;Akfen Renewable Energy Group (Akfen);46850;Akfen Holding AS;Материнская компания;Доли капитала;80.1;;;;As of June 2017, the EBRD and IFC owned a total of 19.99% of the shares of Akfen Renewable Energy, each with a 9.99% share. AKFEN Holding's share in Akfen Renewable Energy is 80.1%.
15072;46849;Akfen Renewable Energy Group (Akfen);4778;EBRD (European Bank of Reconstruction and Development);Материнская компания;Доли капитала;9.99;;;;
15073;46849;Akfen Renewable Energy Group (Akfen);41508;International Finance Corporation (IFC);Материнская компания;Доли капитала;9.99;;;;
15074;45250;Les Fermes de la Teranga (LFT);45249;African Agriculture Holdings Inc. (AAGR);Материнская компания;Доли капитала;;;;;
15075;46854;Bares Elektrik Uretim A.S. (Bares);45978;Enerjisa Enerji Üretim A.Ş. (Enerjisa);Материнская компания;Доли капитала;100.0;;;;
15076;46854;Bares Elektrik Uretim A.S. (Bares);4778;EBRD (European Bank of Reconstruction and Development);Третичный инвестор/заимодатель;Привлечение заемного капитала;;131000000.0;US Dollar ($);2012;
15077;43462;Alphabet Agro LLC;39238;Kusto Agro LLC;Материнская компания;;100.0;;;;
15078;39238;Kusto Agro LLC;46855;Nurzhanov Daulet;Материнская компания;;50.0;;;;
15079;40683;Mriya Farming Podillia LLC;35588;Continental Farmers Group;Материнская компания;;100.0;;;;
15080;41070;Mriya Podillya LLC;35588;Continental Farmers Group;Третичный инвестор/заимодатель;;;;;;
15081;46474;PT Infrastruktur Terbarukan Lestari;45749;Vena Energy;Материнская компания;Доли капитала;100.0;;;;
