Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
8763;40777;Marrimore Holdings Ltd.;656;AgroGeneration;Материнская компания;;;;;;
8767;40780;Zeanovi Limited;656;AgroGeneration;Материнская компания;;;;;;
8768;40781;Harmelia Investments Ltd.;656;AgroGeneration;Материнская компания;;;;;;
8769;40779;Harmelia Investments Ltd.;656;AgroGeneration;Материнская компания;;;;;;
8770;39717;APK Donets LLC;40779;Harmelia Investments Ltd.;Материнская компания;Доли капитала;85.66;;;;
8771;39718;Burlutske PLAE;39717;APK Donets LLC;Материнская компания;;;;;;
8773;40782;Wellaxo Investments Ltd.;656;AgroGeneration;Материнская компания;;;;;;
8775;40789;First African Coconut Company;40788;First African Coconut Company;Материнская компания;;;;;;
8776;38549;China-Africa Cotton Zimbabwe (PVT) Limited;3380;China-Africa Cotton Development Ltd;Материнская компания;;100.0;;;;
8780;40723;Unigrain Holding Limited;4782;Industrial Milk Company (IMC) S.A.;Материнская компания;;;;;;
8781;39539;Agroprogress PE;40723;Unigrain Holding Limited;Материнская компания;Доли капитала;99.98;;;;
8784;39719;Agrofirm Barvinkivs`ka ALLC;40782;Wellaxo Investments Ltd.;Материнская компания;;;;;;
8786;40564;Sunshine Agriculture Limited;40798;China National Import & Export Co. Ltd;Материнская компания;;;;;;
8787;40564;Sunshine Agriculture Limited;40797;State-owned Assets Supervision and Administration Commission of the State Council;Материнская компания;;;;;;
8788;40564;Sunshine Agriculture Limited;40563;sunshine Group;Материнская компания;;;;;;
8790;40799;PT Papua Agro Lestari;2260;Korindo Group;Материнская компания;;;;;;
8794;40801;Mriya Bukovyna LLC;40683;Mriya Farming Podillia LLC;Материнская компания;;;;;;
8795;40813;Royal Commodities Ltd;40812;Royal Commodities Ltd;Материнская компания;;;;;;
8805;40821;Savannah Fruits Company (SFC);40822;Root Capital;Материнская компания;;;;;;
8808;40827;British American Tobacco Ghana Limited;4702;British American Tobacco;Материнская компания;;;;;;
8820;40858;Unknown (Gulf Finance House, Ithmaar Bank, Abu Dhabi Investment House);40855;GFH Financial Group B.S.C.;Материнская компания;;;;;;
8821;40858;Unknown (Gulf Finance House, Ithmaar Bank, Abu Dhabi Investment House);40856;Ithmaar Bank B.S.C.;Материнская компания;;;;;;
8822;40858;Unknown (Gulf Finance House, Ithmaar Bank, Abu Dhabi Investment House);40857;Abu Dhabi Investment House (ADIH);Материнская компания;;;;;;
8823;40861;Sisaleira de Ramiane;40860;Sisaleira de Ramiane;Материнская компания;;;;;;
8830;40778;UCD Ukraine LLC;656;AgroGeneration;Материнская компания;;;;;;
8832;40783;Azent Ltd.;656;AgroGeneration;Материнская компания;;;;;;
8834;40776;TC Farming Ukraine Limited;4970;Agromino A/S;Материнская компания;;;;;;
8857;40875;Agroprosperis Bank;3521;NCH Capital Inc.;Материнская компания;;;;;;
8860;40876;JTI Leaf (Mw)Ltd;40878;Japan Tobacco Incorp;Материнская компания;;;;;;
8862;40882;sri ghana oils extraction limited;40883;R V R Industries Pvt Ltd;Материнская компания;;;;;;
8867;40885;Zernoproduct MHP PJSC;3525;Myronivsky Hliboproduct PJSC;Материнская компания;;;;;;
8868;40886;IPE Ridnyi Krai LLC;40885;Zernoproduct MHP PJSC;Материнская компания;;;;;;
8869;40889;Myanmar Auto Corporation (MAC);40888;Resources & Resources Ltd;Материнская компания;Доли капитала;49.0;;;;
8870;40889;Myanmar Auto Corporation (MAC);40887;Auto Industrial Company Ltd;Материнская компания;Доли капитала;51.0;;;;
8875;36406;ECO ORO MINERALES CORP SUCURSAL COLOMBIA;4014;Eco Oro Minerals Corp;Материнская компания;;100.0;;;;
8877;40891;Sumprocol SA;37794;GPC Group;Материнская компания;;;;;;
8878;37472;Symboil Ghana Ltd;2577;Symboil AG;Материнская компания;;100.0;;;;
8881;40896;Euroasia Group LLC;40895;Fu Yuan Jin Liang Modern Agriculture LLC;Материнская компания;;;;;;
8882;40897;Zvezda LLC;40896;Euroasia Group LLC;Материнская компания;;;;;;
8883;40898;Unknown (COFCO);1348;China Oil and Foodstuffs Corporation (COFCO);Материнская компания;;;;;;
8884;40900;Unknown (Singban);40899;Hue Singban;Материнская компания;;;;;;
8885;40901;Colombia Agro SAS;146;Cargill;Материнская компания;;;;;;
8886;40902;Cargill Trading Colombia;146;Cargill;Материнская компания;;;;;;
8891;40903;Cargill de Colombia;146;Cargill;Материнская компания;;;;;;
8892;40904;Unknown_Cargill;36759;Black River Asset Management;Материнская компания;;;;;;
8893;40904;Unknown_Cargill;40903;Cargill de Colombia;Материнская компания;;;;;;
8894;40904;Unknown_Cargill;40902;Cargill Trading Colombia;Материнская компания;;;;;;
8895;40904;Unknown_Cargill;40901;Colombia Agro SAS;Материнская компания;;;;;;
8896;40894;Russian Far East Farm;40893;Dongjin Group;Материнская компания;;;;;;
8900;40908;Armada Company LLC;42141;Group of companies Rusagro LLC;Материнская компания;Доли капитала;100.0;;;;
8901;40910;PE Emmanuel Farm;40909;Denkhart Rodger Dean;Материнская компания;;;;;;
8902;40912;Wen Lian Aquaculture LLC;40911;Dalian Wen Lian Aquacultural Co. LTD;Материнская компания;Доли капитала|Привлечение заемного капитала;55.0;15000000000.0;Russian Ruble (руб);;
8916;40927;Poligrow Colombia Ltda;40926;Poligrow Research + Green Oils;Материнская компания;;;;;;
8917;36409;Unknown (Poligrow, in Colombia, 36409);40927;Poligrow Colombia Ltda;Материнская компания;;;;;;
8918;40928;Tanzania Agricultural Export Processing Zone (TAEPZ) Company;40929;Unnamed Chinese owned company;Материнская компания;;;;;;
8919;38637;La Cinquieme Saison;3522;SanLucar Fruit Sl;Материнская компания;;100.0;;;;
8921;40934;Kaiku;40935;Emmi AG;Материнская компания;;;;;;
8925;40936;Vitalait;40934;Kaiku;Материнская компания;;54.7;;;;
8926;40936;Vitalait;40937;Vitalait;Материнская компания;;45.3;;;;
8927;40940;Unknown (Groupe Avril + Government);40938;Group Avril;Материнская компания;;;;;;
8928;40940;Unknown (Groupe Avril + Government);40939;Government of Tunisia;Материнская компания;;;;;;
8931;40941;SONOBRA SA (Societe nouvelle de brasserie);40942;Boujebel;Материнская компания;;50.01;;;;
8932;40941;SONOBRA SA (Societe nouvelle de brasserie);40943;Heineken N.V.;Материнская компания;;49.99;;;;
8933;40944;Fazenda Socamia;40945;Castel group;Материнская компания;;;;;;
8935;36780;SUCAF CI;351;Emirates Investments Group LLC;Материнская компания;;;;;;
8936;36780;SUCAF CI;974;Somdiaa;Материнская компания;;;;;;FCFA 84 billion investment
8937;38568;PALMAFRIQUE;1816;Government of Cote D'ivoire;Материнская компания;;40.0;;;;
8938;38568;PALMAFRIQUE;3403;Societe Africaine de Financement et de Participation (SAFIPAR);Материнская компания;;60.0;;;;
8948;40960;Solai Farms;40959;Solai Group of Companies;Материнская компания;;;;;;
8949;40963;Southern Cotton;40964;Southern Cotton;Материнская компания;;;;;;
8951;40966;Stern Agro LLC;40965;Stern&Co LLC;Материнская компания;;100.0;;;;
8952;40968;Gabiro Agribusiness Hub Project (GAHP);40967;Netafirm;Материнская компания;;;;;;
8953;40968;Gabiro Agribusiness Hub Project (GAHP);3433;Government of Rwanda;Материнская компания;;;;;;
8954;40970;Frikom d.o.o. Belgrade;47561;Nomad Foods Europe Limited;Материнская компания;Доли капитала;;;;;
8955;40972;Sloga;40971;Haidu Avis rt.;Материнская компания;;;;;;
8960;40978;Unknown operating company (#163106);40977;Bosques del Uruguay;Материнская компания;Доли капитала;;;;;
8966;40987;Unknown (Gujral Group);40986;Gujral Group;Материнская компания;;;;;;
8968;40991;Unknown (Deejay Group);40990;Deejay Group;Материнская компания;;;;;;
8974;40930;Flor’Alia;3522;SanLucar Fruit Sl;Материнская компания;;;;;;
8982;39030;Mara Beef;39030;Mara Beef;Материнская компания;;;;;;
8983;38071;Meru Wind Farm;2984;Kenya Electricity Generating Company Limited (KenGen);Материнская компания;;;;;;Public company
8984;39706;Olkaria II Power Station;2984;Kenya Electricity Generating Company Limited (KenGen);Материнская компания;;;;;;
8986;36410;Agropecuaria Aliar;3928;Grupo Bios;Материнская компания;;;;;;
8987;36410;Agropecuaria Aliar;40999;MacPollo;Материнская компания;;;;;;
8988;36410;Agropecuaria Aliar;41000;Marval;Материнская компания;;;;;;
8989;36410;Agropecuaria Aliar;40562;Banco Agrario de Colombia;Третичный инвестор/заимодатель;;;47000000000.0;;;Loan Amount in COP. The loan was given from a financial institution from the government to the construction of a new slaughtering facility for porcine livestock.
8990;41002;Unknown (Flora Ecopower AG);41001;Flora Ecopower AG;Материнская компания;;;;;;
8991;41004;JTI Malawi;40876;JTI Leaf (Mw)Ltd;Материнская компания;;;;;;
8993;41005;Green Quest Pharmaceuticals;41007;Graham Macntosh;Материнская компания;;;;;;
8994;41006;Unknown (Green Quest Pharmaceuticals );41005;Green Quest Pharmaceuticals;Материнская компания;;;;;;
8995;41009;Mawei Mining Limited;41008;New Kin International Ltd;Материнская компания;;;;;;
8996;41011;Ampal American Israel Corporation;41010;Bank Hapoalim;Материнская компания;;;;;;
9000;37537;Madeflex S.A.;41014;USAID;Третичный инвестор/заимодатель;Привлечение заемного капитала;;2593138480.0;;;Loan/subsidy in COP
9001;37537;Madeflex S.A.;3931;Grupo Corona;Материнская компания;;;;;;
9003;37523;Compañía Agrícola de la Sierra Colombia S.A.;3938;Compañía Agrícola de la Sierra S.A.;Материнская компания;;;;;;
9004;41019;Mwalawanga Mining Limited;41018;Mwalawanga Mining Limited;Материнская компания;;;;;;
9009;41024;Inversiones Agrícolas Toledo S.L.;41022;Asturias Holding Sarl;Материнская компания;Доли капитала;100.0;;;;
9011;41026;Inversiones Agrícolas Málaga S.L.;41022;Asturias Holding Sarl;Материнская компания;Доли капитала;100.0;;;;
9012;41027;Inversiones Agrícolas Asturias S.L.;41022;Asturias Holding Sarl;Материнская компания;Доли капитала;100.0;;;;
9024;41037;Novi Agrar d.o.o.;41036;Zito Group;Материнская компания;;;;;;
9025;41038;PP Ratkovo d.o.o.;41037;Novi Agrar d.o.o.;Материнская компания;;;;;;
9026;41042;Frontera Energy Corp.;41041;Catalyst Capital Group Inc.;Материнская компания;Доли капитала;31.0;;;;
9027;41043;Frontera Energy Colombia;41042;Frontera Energy Corp.;Материнская компания;;;;;;
9028;41044;Frontera Energy Colombia Corp;41043;Frontera Energy Colombia;Материнская компания;;;;;;
9029;41045;Pacific Stratus Energy Colombia Corp.;41044;Frontera Energy Colombia Corp;Материнская компания;;;;;;
9030;41046;Petrominerales Colombia Corp;41044;Frontera Energy Colombia Corp;Материнская компания;;;;;;
9031;41047;Grupo C&C;41044;Frontera Energy Colombia Corp;Материнская компания;;;;;;
9032;41040;Pichachen S.A.;41040;Pichachen S.A.;Материнская компания;;;;;;
9033;41040;Pichachen S.A.;41048;Ashley Carrithers;Третичный инвестор/заимодатель;;;;;;
9034;41049;Urozhaina Kraina LLC;3525;Myronivsky Hliboproduct PJSC;Материнская компания;;;;;;
9036;41053;UNIFRUTTI Tropical Philippines, Inc.;41051;Unifrutti International Holdings Ltd.;Материнская компания;;;;;;
9037;41061;PE Zakhidnyi Bug;41058;Hladun Yuriy Yevgenovych;Материнская компания;Доли капитала;30.0;;;;
9038;41061;PE Zakhidnyi Bug;41059;Ovcharuk Valeriy Ivanovych;Материнская компания;Доли капитала;30.0;;;;
9039;41061;PE Zakhidnyi Bug;41060;Sikorskyi Vitaliy Petrovych;Материнская компания;Доли капитала;9.99;;;;
9040;41061;PE Zakhidnyi Bug;41057;Drul Oxana Romanivna;Материнская компания;Доли капитала;30.01;;;;
9050;39708;Lishchynske LLC;46367;Kusto Agro PTE LTD;Материнская компания;Доли капитала;100.0;;;;
9051;38889;Ndamware Highland Tea Estate;41073;Baba Ahmadou Group;Материнская компания;;;;;;Baba Ahmadou Group is a holding company has one single shareholder: the Baba Ahmadou Danpullo family.
9052;41070;Mriya Podillya LLC;40683;Mriya Farming Podillia LLC;Материнская компания;;100.0;;;;
9054;40841;Mriia Hlybochchyny LLC;40683;Mriya Farming Podillia LLC;Материнская компания;;;;;;
9055;41087;Atlas Volovets Energy LLC;41092;Guris Insaat;Материнская компания;;;;;;
9056;41087;Atlas Volovets Energy LLC;41093;Mogan International;Материнская компания;;;;;;
9062;39711;Agrodruzstvo Jevisovice Ukraine LLC;41061;PE Zakhidnyi Bug;Материнская компания;;;;;;
9064;41125;Agropervomaisk LLC;41124;Claud Mandua;Материнская компания;Доли капитала;15.0;;;;
9065;41125;Agropervomaisk LLC;41123;Mandua Catrin;Материнская компания;Доли капитала;15.0;;;;
9066;41125;Agropervomaisk LLC;41121;L`ost Dominic;Материнская компания;Доли капитала;30.0;;;;
9068;41125;Agropervomaisk LLC;656;AgroGeneration;Материнская компания;Доли капитала;10.0;;;;
9069;41132;Societe Agro Industrielle de la Cornoe (SAIC);967;Olam International Ltd.;Материнская компания;;;;;;
9072;41115;Neptune Petroleum Uganda Limited;41074;Tower Resources PLC;Материнская компания;;;;;;
9073;41135;DTEK NIKOPOLSKA SOLAR FARM LLC;41134;DTEK Renewables B.V.;Материнская компания;;;;;;
9074;39693;Zborivski Lany LLC;46580;JSC Perspektyvni Napryamky;Материнская компания;Доли капитала;85.0;;;;
9075;39707;Agrozem LLC;41126;NAC LLC;Материнская компания;;;;;;
9082;41157;AF Dobrobut LLC;35577;Astarta Kyiv LLC;Материнская компания;Доли капитала;100.0;;;;
9098;40981;Agronegocios del Plata SA.;40980;Marcos Guigou;Материнская компания;;;;;;
9103;39377;Twiga Roses;598;Karuturi Global Ltd.;Материнская компания;;;;;;
9104;39377;Twiga Roses;5046;Phoenix Global DMCC;Материнская компания;;;;;;
9106;35789;Lake Agro Limited;41072;Hoima Sugar Limited;Материнская компания;;;;;;
9115;2984;Kenya Electricity Generating Company Limited (KenGen);1154;Government of Kenya;Материнская компания;;70.0;;;;
9116;40998;Olkaria IV;2984;Kenya Electricity Generating Company Limited (KenGen);Материнская компания;;;;;;
9117;41085;Caracol Agropecuaria  ltda;3436;Harvard Management Company;Материнская компания;Доли капитала;;;;;
9118;41180;Base Toliara;2039;Base Resource Ltd;Материнская компания;;;;;;
9119;41182;Siguiri Gold Mine;727;AngloGold Ashanti;Материнская компания;;85.0;;;;
9120;41182;Siguiri Gold Mine;2140;Government of Guinea;Материнская компания;;15.0;;;;
9123;36548;Unknown (AngloGold Ashanti , Government, Randgold Resources);727;AngloGold Ashanti;Материнская компания;;40.0;;;;
9124;36548;Unknown (AngloGold Ashanti , Government, Randgold Resources);1245;Government of Mali;Материнская компания;;20.0;;;;
9125;36548;Unknown (AngloGold Ashanti , Government, Randgold Resources);972;Randgold Resources;Материнская компания;;40.0;;;;
9126;39912;AngloGold Ashanti Kilo in Democratic Republic of the Congo;4409;OKIMO (Offices de Mines d’Or de Kilo Moto);Материнская компания;;14.0;;;;
9127;39912;AngloGold Ashanti Kilo in Democratic Republic of the Congo;727;AngloGold Ashanti;Материнская компания;;86.0;;;;
9128;39199;AngloGold Ashanti Mali;727;AngloGold Ashanti;Материнская компания;;40.0;;;;
9129;39199;AngloGold Ashanti Mali;1245;Government of Mali;Материнская компания;;20.0;;;;
9130;39199;AngloGold Ashanti Mali;4374;IAMGOLD Corporation;Материнская компания;;40.0;;;;
9135;41136;TTG Brasil Investimentos Florestais;40913;BTG Pactual;Материнская компания;;;;;;
9136;41150;Forestal Mininco SA.;3064;Compañía Manufacturera de Papeles y Cartones (CMPC);Материнская компания;;;;;;
9137;41158;Forestal Celco SA;3859;Arauco SA;Материнская компания;;;;;;
9138;41163;Agroreservas de Chile;41162;Iglesia de Jesucristo de los Santos de los Últimos Días (IJSUD);Материнская компания;;;;;;
9139;40979;Agro Empresa Forestal SA.;40977;Bosques del Uruguay;Материнская компания;Доли капитала;;;;;
9140;41033;Lwarcel Celulose;41032;Grupo Royal Golden Eagle RGE;Материнская компания;;;;;;
9142;41183;EcoEnergy Ukraine LLC;35577;Astarta Kyiv LLC;Материнская компания;Доли капитала;;;;;
9143;39205;Alliance One Tobacco (Kenya) Limited;4377;Alliance One International, Inc;Материнская компания;;100.0;;;;
9144;39697;Mastermind Tobacco Kenya Limited;41186;Eng.Wilfred Murungi;Материнская компания;;;;;;
9145;40952;M-SAWA project;40951;Kwale Coconuts Processors Limited (KCPL);Материнская компания;;;;;;
9147;40961;SerendiKenya;41187;SerendiWorld;Материнская компания;;;;;;
9149;41147;Parque Chiloé Overseas INC;41147;Parque Chiloé Overseas INC;Материнская компания;;;;;;
9150;41160;Masisa Forestal SA.;41159;Grupo Nueva SA.;Материнская компания;;67.0;;;;
9151;41161;Hancock Chilean Plantations LP;41149;Hancock Natural Resources Group;Материнская компания;;;;;;
9154;41189;Sadiola Exploration Limited (SADEX);727;AngloGold Ashanti;Материнская компания;Доли капитала;40.0;;;;
9155;41189;Sadiola Exploration Limited (SADEX);4374;IAMGOLD Corporation;Материнская компания;Доли капитала;40.0;;;;
9156;41190;Société d’Exploitation des Mines d’Or de Yatela;1245;Government of Mali;Материнская компания;Доли капитала;20.0;;;;
9157;41190;Société d’Exploitation des Mines d’Or de Yatela;41189;Sadiola Exploration Limited (SADEX);Материнская компания;Доли капитала;80.0;;;;
9159;41197;Nimba Rubber Incorporated (NRI);41196;Government of Liberia;Материнская компания;;100.0;9800000.0;;2019/05/15;
9160;41198;Bulawayo Mining Company;41199;Metallon Corporation Limited;Материнская компания;Доли капитала;100.0;;;;
9168;41203;Kwenantle Farms;41201;Kwenantle PTY LTD;Материнская компания;;;;;;
9169;41203;Kwenantle Farms;41202;Unknown (South African counterparts);Материнская компания;;;;;;
9170;41205;Unknown (Changing Vision);41204;Changing Vision;Материнская компания;;;;;;
9171;40837;Bio Exotica Organic Pineapple Project;40839;Unknown (Bio Exotica Organic Pineapple Project Netherlands);Материнская компания;;;;;;
9172;40837;Bio Exotica Organic Pineapple Project;40838;Unknown(Bio Exotica Organic Pineapple Project Ghana);Материнская компания;;;;;;
9174;41207;Richie Plantations Limited;41206;Mr. Richard Ekow Quansah;Материнская компания;;;;;;
9176;41210;Frutas & Legumes;41211;Cristóbal Sánchez Fornieles;Материнская компания;;;;;;
9178;41209;Frutas e Legumes Guiné Bissau SARL;41210;Frutas & Legumes;Материнская компания;;;;;;
9180;4969;Goodvalley A/S;40755;Polen Invest A/S;Материнская компания;Доли капитала;;;;;
9182;39632;PE Galyts`ki agrarian investments;4969;Goodvalley A/S;Материнская компания;;;;;;
9186;35767;Exim Global Guinea, Sarl (EGGS);41212;Crassus Holdings, LTD;Материнская компания;;;;;;
9187;41217;EcuaCorriente SA.;41215;China Railway Construction Corporation Limited;Материнская компания;;;;;;
9188;41217;EcuaCorriente SA.;41216;Tongling Nonferrous Metals Group Holding Co. Ltd.;Материнская компания;;;;;;
9189;41214;Ecuasolidus SA.;41213;Aurania Resources Ltd.;Материнская компания;;;;;;
9190;41218;Explorcobres SA.;41215;China Railway Construction Corporation Limited;Материнская компания;;;;;;
9191;41218;Explorcobres SA.;41216;Tongling Nonferrous Metals Group Holding Co. Ltd.;Материнская компания;;;;;;
9192;41220;Aurelian Ecuador SA;41219;Lundin Gold;Материнская компания;;;;;;
9193;41223;Antaeus Limited;41221;Rohini Finch;Материнская компания;;;;;;
9194;41223;Antaeus Limited;41222;Apex Trust Company Limited;Материнская компания;;;;;;
9195;41224;Cygnet Center LLC;41223;Antaeus Limited;Материнская компания;Доли капитала;99.87;;;;
9196;41225;PE Ruzhynskiy krai;41224;Cygnet Center LLC;Материнская компания;Доли капитала;99.0;;;;
9199;41228;Yugo Elite Agro d.o.o.;41227;Elite Agro LLC;Материнская компания;Доли капитала;100.0;;;;
9200;41229;Zobnatica a.d.;41228;Yugo Elite Agro d.o.o.;Материнская компания;Доли капитала;90.0;;;;
9202;41231;Asopalma 1;35595;Oleoflores;Материнская компания;;;;;;
9204;41227;Elite Agro LLC;41233;YAS Holding;Материнская компания;;;;;;
9205;41232;Elite Harvest MAROC LLC;41227;Elite Agro LLC;Материнская компания;;;;;;
9206;41235;Unknown (Tabouk Eziraiya Errajihii);41234;Tabouk Eziraiya Errajihii;Материнская компания;;;;;;
9207;41236;Elite Agro Mauritania SARL LLC;41227;Elite Agro LLC;Материнская компания;;;;;;
9208;41239;Lotte International Co., Ltd;41238;Lotte Group;Материнская компания;;;;;;http://www.lotte.co.kr/global/en/about/history.do
9210;41241;Lotte International Mikhailovka LLC;41239;Lotte International Co., Ltd;Материнская компания;Доли капитала;100.0;;;;
9211;40933;Desert Joy;40932;Agro Care;Материнская компания;;;;;;
9212;40933;Desert Joy;41242;Mr Zarrouk;Материнская компания;;;;;;
9214;41244;Agro-Soyuz LLC;3768;RKS Agrarbeteiligungs GmbH;Материнская компания;Доли капитала;17.5;;;;
9215;41244;Agro-Soyuz LLC;41243;Tonnies Russland Agrar GmbH;Материнская компания;Доли капитала;82.5;;;;
9216;41245;Agro-Oscol CJSC;41244;Agro-Soyuz LLC;Материнская компания;;;;;;
9217;41247;Agro-Ostrogozhsk CJSC;41244;Agro-Soyuz LLC;Материнская компания;;;;;;
9218;41247;Agro-Ostrogozhsk CJSC;41246;PJSC Sberbank of Russia;Третичный инвестор/заимодатель;Привлечение заемного капитала;;;;;
9220;41248;AGT Capital Management Ltd.;4778;EBRD (European Bank of Reconstruction and Development);Третичный инвестор/заимодатель;Привлечение заемного капитала;;20000000.0;;;
9222;41250;Novi Mosty LLC;41249;Agrotrade Capital LLC;Материнская компания;Доли капитала;99.0;;;;
9223;41249;Agrotrade Capital LLC;41248;AGT Capital Management Ltd.;Материнская компания;;;;;;
9224;41251;Victoria-Agro LLC;41249;Agrotrade Capital LLC;Материнская компания;;;;;;
9226;41252;SE Semal LLC;41253;Korol Anzhela Victorivna;Материнская компания;;;;;;
9227;41072;Hoima Sugar Limited;41254;Rai Group Limited;Материнская компания;Доли капитала;70.0;;;;"Owned by Rai Holdings, a family-owned group with a 70 percent shareholding in Kinyara Sugar Works in Masindi District.
Rai Holdings also owns West Kenya Sugar Limited and Sukari Industries in Kenya."
9228;41255;PJSC Myr LLC;41249;Agrotrade Capital LLC;Материнская компания;Доли капитала;89.01;;;;
9229;41256;PAE Ukraine;41249;Agrotrade Capital LLC;Материнская компания;Доли капитала;;;;;
9230;41257;Ukrzernoprom-Shevchenkove LLC;41249;Agrotrade Capital LLC;Материнская компания;Доли капитала;;;;;
9231;41258;Zolochivske ALLC;41249;Agrotrade Capital LLC;Материнская компания;Доли капитала;;;;;
9232;41259;Agrotrade-Khalymonove ALLC;41249;Agrotrade Capital LLC;Материнская компания;Доли капитала;99.0;;;;
9235;39924;Valinor Public Ltd. in Ukraine;3528;UkrLandFarming PLC;Материнская компания;;;;;;
9236;41166;Shandong Shangshi Investments Co. Ltd.;41165;Shandong Shangshi Ecological Agriculture Technology Co., Ltd;Материнская компания;;;;;;
9237;38375;Cambodia Haining Group Co Ltd;41265;Unknown (Cambodia Haining Group Co Ltd);Материнская компания;;;;;;
9238;41266;JSC Legenagro Agroholding;40542;JBA Holdings;Материнская компания;;;;;;
9239;41267;Legendagro Primorie LLC;41266;JSC Legenagro Agroholding;Материнская компания;;;;;;
9241;39538;Plemzavod Noviy Trostyanets Ltd;39542;AgroKIM Ltd;Материнская компания;;;;;;
9242;39540;Parafiyivka-Progress Ltd;39542;AgroKIM Ltd;Материнская компания;;;;;;
9243;34832;Green Sea Agriculture Co., Ltd.;2319;Mong Reththy;Материнская компания;;;;;;
9245;36677;Unknown (Cam Try Cooperation, in Cambodia, 36677);3304;Camtree Corporation;Материнская компания;;;;;;
9246;41275;Sichuan-Chuvashyia Agroindustrial Trade Company LLC;41274;Sichuan Railway Investment Group Co., Ltd.;Материнская компания;;;;;;
9249;38591;DalEuroLes L.L.C.;41277;Zhaohe Trade Company Fen Tai PLLC;Материнская компания;Доли капитала;100.0;;;;
9250;41278;Farfell Coffee Estate;41279;Richard Le Vieux;Материнская компания;;;;;;
9251;35422;Consorcio El Labrador;3860;Aportes San Isidro SAS;Материнская компания;;100.0;;;;
9252;39047;Agropecuaria Carmen de Bolivar;41280;Guillermo Gaviria Echeverri;Материнская компания;;;;;;
9253;35423;Corporación Amigos de los Montes de María;39047;Agropecuaria Carmen de Bolivar;Материнская компания;;;;;;
9255;35423;Corporación Amigos de los Montes de María;39225;Agropecuaria El Central SA.;Материнская компания;;;;;;
9256;35423;Corporación Amigos de los Montes de María;41282;Agropecuaria Montes de María;Материнская компания;;;;;;
9257;35423;Corporación Amigos de los Montes de María;41283;Invesa;Материнская компания;;;;;;
9258;35425;Urapalma;40562;Banco Agrario de Colombia;Третичный инвестор/заимодатель;;;5489552085.0;;;Source: http://www.cortesuprema.gov.co/corte/index.php/2018/05/10/paramilitarismo-alianzas-con-particulares/#more-18424
9259;35428;La Muriel Mining Corporation;725;Muriel Mining Corporation (MMC);Материнская компания;;;;;;
9260;35428;La Muriel Mining Corporation;4083;Rio Tinto plc;Материнская компания;;;;;;
9261;918;Odin Energy Santa Marta Corporation S.A.;40678;Green River Technology Inc.;Материнская компания;;;;;;
9268;41284;Colombian Ventures Ltd;40879;Libero Copper Corporation;Материнская компания;;100.0;;;2018-05-07;Libero Copper acquired 100% of the project for 10400000 shares and holds 2% of the royalties. B2Gold holds 1% of the royalties
9269;41285;Mocoa Ventures Ltd British;41284;Colombian Ventures Ltd;Материнская компания;;;;;;
9270;37224;Mocoa Ventures Ltd;41285;Mocoa Ventures Ltd British;Материнская компания;;;;;;
9271;41287;The Besana International Project;41286;The Besana Group;Материнская компания;;;;;;
9272;41288;Unknown (Besana Group);41286;The Besana Group;Материнская компания;;;;;;
9277;39474;Salima Sugar Co. Ltd;4709;Aum Sugar Co. Ltd.;Материнская компания;Доли капитала;60.0;;;;
9278;39474;Salima Sugar Co. Ltd;41289;Government of Malawi;Материнская компания;Доли капитала;40.0;;;;
9286;38380;Kayelekera Mine;4384;Green Belt Initiative (GBI) Holdings Limited;Материнская компания;;;;;;
9291;41295;Terneyles OJSC;41300;Natalia Vikhrova;Материнская компания;Доли капитала;2.4;;;;
9292;41295;Terneyles OJSC;41299;Shcherbakov Vladimir Fedorovich;Материнская компания;Доли капитала;30.0;;;;
9293;41295;Terneyles OJSC;41293;Sumitomo Corporation;Материнская компания;Доли капитала;45.0;;;;
9294;41296;Amgu OJSC;41295;Terneyles OJSC;Материнская компания;Доли капитала;96.0;;;;
9295;35783;Unknown (G4 Industries);1142;G4 Industries;Материнская компания;;;;;;
9296;41301;Value Creation Corporation Ltd.;317;Rimbunan Hijau Group (RH Group);Материнская компания;;;;;;
9297;41302;Rimbunan Hijau MDF LLC;41301;Value Creation Corporation Ltd.;Материнская компания;Доли капитала;100.0;;;;
9298;41304;Agroindustria Llanos la Esperanza SAS. / Agrícola Enns del Llano SAS.;41303;Mennonite Congregation;Материнская компания;;;;;;
9299;41305;Cenipalma;4768;Fedepalma;Материнская компания;;;;;;
9301;41308;Consave CA.;41306;Aeequs Corporation Holding SA.;Материнская компания;;;;;;
9302;41308;Consave CA.;41307;Moxley Corporation SA.;Материнская компания;;;;;;
9303;41310;Energy & Palma Energypalma SA.;41309;La Fabril;Материнская компания;;;;;;
9305;41317;Cemtech Limited;41316;Sanghi Group of India;Материнская компания;;;;;;
9306;41319;Asia Les LLC;41318;Sun Lin International Trade Company LLC;Материнская компания;Доли капитала;99.0;;;;
9307;36419;Agrifuels Colombia S.A.S;2924;Merhav Agro;Материнская компания;Доли капитала;;;;;
9308;36419;Agrifuels Colombia S.A.S;41011;Ampal American Israel Corporation;Материнская компания;Доли капитала;;;;;
